id,price,url,latitude,longitude,street,city,state,zipcode,neighborhood,bed,bath,year_built,size
329,895000,https://www.zillow.com/homedetails/16809-Saintsbury-Gln-San-Diego-CA-92127/63660953_zpid/,33.021729,-117.12117,16809 Saintsbury Gln,San Diego,CA,92127,,5,3,2004,2181
330,855000,https://www.zillow.com/homedetails/16848-Saintsbury-Gln-38-San-Diego-CA-92127/2077218594_zpid/,33.021729,-117.12117,16848 Saintsbury Gln #38,San Diego,CA,92127,,4,3,2004,1952
331,699900,https://www.zillow.com/homedetails/16850-Bernardo-Oaks-Dr-San-Diego-CA-92128/16742770_zpid/,33.01847,-117.066139,16850 Bernardo Oaks Dr,San Diego,CA,92128,,3,3,1965,2042
332,203000,https://www.zillow.com/homedetails/1687-Pentecost-Way-UNIT-7-San-Diego-CA-92105/17081173_zpid/,32.722901,-117.081393,1687 Pentecost Way UNIT 7,San Diego,CA,92105,,1,1,1980,668
333,649000,https://www.zillow.com/homedetails/17022-Calle-Trevino-UNIT-4-San-Diego-CA-92127/72701345_zpid/,33.02378,-117.110436,17022 Calle Trevino UNIT 4,San Diego,CA,92127,,3,3,2007,1395
334,419500,https://www.zillow.com/homedetails/17027-Bernardo-Center-Dr-APT-A-San-Diego-CA-92128/16738924_zpid/,33.023674,-117.073768,17027 Bernardo Center Dr APT A,San Diego,CA,92128,,2,2,1970,1040
335,4195000,https://www.zillow.com/homedetails/1702-Colgate-Cir-La-Jolla-CA-92037/16856554_zpid/,32.822681,-117.254377,1702 Colgate Cir,La Jolla,CA,92037,La Jolla,6,7,1989,5273
336,1235000,https://www.zillow.com/homedetails/17069-Albert-Ave-San-Diego-CA-92127/63778647_zpid/,33.027709,-117.114635,17069 Albert Ave,San Diego,CA,92127,,4,4,2006,3431
337,379000,https://www.zillow.com/homedetails/17075-W-Bernardo-Dr-UNIT-104-San-Diego-CA-92127/62773388_zpid/,33.025354,-117.081331,17075 W Bernardo Dr UNIT 104,San Diego,CA,92127,,2,2,1994,955
338,375000,https://www.zillow.com/homedetails/17131-W-Bernardo-Dr-UNIT-208-San-Diego-CA-92127/62773528_zpid/,33.026519,-117.080871,17131 W Bernardo Dr UNIT 208,San Diego,CA,92127,,2,2,1994,955
339,529900,https://www.zillow.com/homedetails/1718-Cripple-Creek-Dr-UNIT-2-Chula-Vista-CA-91915/96757452_zpid/,32.620077,-116.958297,1718 Cripple Creek Dr UNIT 2,Chula Vista,CA,91915,,3,2,2010,1728
340,579000,https://www.zillow.com/homedetails/1718-Cripple-Creek-Dr-UNIT-4-Chula-Vista-CA-91915/97304404_zpid/,32.620077,-116.958297,1718 Cripple Creek Dr UNIT 4,Chula Vista,CA,91915,,4,3,2011,1891
341,2047051,https://www.zillow.com/homedetails/1724-Ocean-Front-St-UNIT-3-San-Diego-CA-92107/16960560_zpid/,32.744185,-117.254558,1724 Ocean Front St UNIT 3,San Diego,CA,92107,,3,2,1993,1541
342,375000,https://www.zillow.com/homedetails/1727-Melrose-Ave-UNIT-34-Chula-Vista-CA-91911/17157472_zpid/,32.593708,-117.038685,1727 Melrose Ave UNIT 34,Chula Vista,CA,91911,,2,2,1980,1225
343,949000,https://www.zillow.com/homedetails/1727-Mission-Cliff-Dr-San-Diego-CA-92116/16945531_zpid/,32.762967,-117.147029,1727 Mission Cliff Dr,San Diego,CA,92116,,2,1,1947,1230
344,2780000,https://www.zillow.com/homedetails/1729-W-Montecito-Way-San-Diego-CA-92103/16951709_zpid/,32.752485,-117.179244,1729 W Montecito Way,San Diego,CA,92103,,4,4,2020,3088
345,325000,https://www.zillow.com/homedetails/1733-E-16th-St-APT-L-National-City-CA-91950/52520597_zpid/,32.674632,-117.086294,1733 E 16th St APT L,National City,CA,91950,,2,1,1980,820
346,549000,https://www.zillow.com/homedetails/17417-Plaza-Dolores-San-Diego-CA-92128/16741552_zpid/,33.02771,-117.051293,17417 Plaza Dolores,San Diego,CA,92128,,2,2,1978,1431
347,749000,https://www.zillow.com/homedetails/17419-Graciosa-Rd-San-Diego-CA-92128/16741977_zpid/,33.029705,-117.072496,17419 Graciosa Rd,San Diego,CA,92128,,3,3,1980,2216
348,500000,https://www.zillow.com/homedetails/17424-Plaza-Dolores-San-Diego-CA-92128/16741465_zpid/,33.029359,-117.052329,17424 Plaza Dolores,San Diego,CA,92128,,2,2,1973,1295
349,1295000,https://www.zillow.com/homedetails/17543-Saint-Andrews-Dr-Poway-CA-92064/16738606_zpid/,33.029618,-117.039906,17543 Saint Andrews Dr,Poway,CA,92064,,5,4,1980,4504
350,725000,https://www.zillow.com/homedetails/17630-Azucar-Way-San-Diego-CA-92127/17202262_zpid/,33.035998,-117.085875,17630 Azucar Way,San Diego,CA,92127,,2,3,1986,1444
351,749000,https://www.zillow.com/homedetails/17648-Plaza-Acosta-San-Diego-CA-92128/52510296_zpid/,33.037025,-117.051413,17648 Plaza Acosta,San Diego,CA,92128,,3,2,1979,1565
352,2499000,https://www.zillow.com/homedetails/17762-Vineyard-Ln-Poway-CA-92064/16738285_zpid/,33.030628,-117.045529,17762 Vineyard Ln,Poway,CA,92064,,5,6,1995,10047
353,2395000,https://www.zillow.com/homedetails/1777-Puterbaugh-St-San-Diego-CA-92103/51080275_zpid/,32.745869,-117.180844,1777 Puterbaugh St,San Diego,CA,92103,,3,4,2003,4946
354,1149000,https://www.zillow.com/homedetails/17806-Frondoso-Dr-San-Diego-CA-92128/16739837_zpid/,33.037306,-117.061761,17806 Frondoso Dr,San Diego,CA,92128,,3,2,1973,2102
355,2899999,https://www.zillow.com/homedetails/17896-Old-Winery-Way-Poway-CA-92064/16738306_zpid/,33.034422,-117.045172,17896 Old Winery Way,Poway,CA,92064,,4,5,2004,7296
356,925000,https://www.zillow.com/homedetails/17927-Sencillo-Dr-San-Diego-CA-92128/16740791_zpid/,33.037301,-117.063024,17927 Sencillo Dr,San Diego,CA,92128,,3,2,1973,2145
357,104401,https://www.zillow.com/homedetails/1804-Cedar-St-San-Diego-CA-92154/140633807_zpid/,32.585264,-117.095401,1804 Cedar St,San Diego,CA,92154,,2,1,1968,801
358,2245000,https://www.zillow.com/homedetails/18070-Polvera-Way-San-Diego-CA-92128/16735043_zpid/,33.046394,-117.05843,18070 Polvera Way,San Diego,CA,92128,,5,7,1986,5877
359,1895000,https://www.zillow.com/homedetails/1811-Law-St-San-Diego-CA-92109/16910713_zpid/,32.805985,-117.238461,1811 Law St,San Diego,CA,92109,,5,4,2020,2695
360,1295000,https://www.zillow.com/homedetails/18121-Sencillo-Dr-San-Diego-CA-92128/16734982_zpid/,33.041311,-117.061406,18121 Sencillo Dr,San Diego,CA,92128,Rancho Bernardo,6,5,2008,3224
361,239000,https://www.zillow.com/homedetails/1819-Smythe-Ave-SPACE-20-San-Ysidro-CA-92173/82924195_zpid/,32.564706,-117.048234,1819 Smythe Ave SPACE 20,San ysidro,CA,92173,,4,2,2018,1512
362,830000,https://www.zillow.com/homedetails/1820-30th-St-San-Diego-CA-92102/17076163_zpid/,32.724846,-117.130494,1820 30th St,San Diego,CA,92102,,3,2,2010,1265
363,999999,https://www.zillow.com/homedetails/1838-1840-Guy-St-San-Diego-CA-92110/2077253310_zpid/,32.746104,-117.181914,1838-1840 Guy St,San Diego,CA,92110,,3,2,2000,
364,265000,https://www.zillow.com/homedetails/1845-Bayview-Heights-Dr-UNIT-100-San-Diego-CA-92105/63778098_zpid/,32.723247,-117.078184,1845 Bayview Heights Dr UNIT 100,San Diego,CA,92105,,2,1,1979,753
365,265000,https://www.zillow.com/homedetails/1845-Bayview-Heights-Dr-UNIT-110-San-Diego-CA-92105/63526727_zpid/,32.723247,-117.078184,1845 Bayview Heights Dr UNIT 110,San Diego,CA,92105,,2,1,1979,751
366,959000,https://www.zillow.com/homedetails/1850-Clove-St-San-Diego-CA-92106/17061390_zpid/,32.733108,-117.22962,1850 Clove St,San Diego,CA,92106,,4,2,1950,1065
367,555000,https://www.zillow.com/homedetails/1858-Ballina-Dr-San-Diego-CA-92114/17082887_zpid/,32.723204,-117.072421,1858 Ballina Dr,San Diego,CA,92114,,4,3,1979,2129
368,997000,https://www.zillow.com/homedetails/1859-61-Irving-Ave-San-Diego-CA-92113/2080639852_zpid/,32.704124,-117.142811,1859-61 Irving Ave,San Diego,CA,92113,,6,4,2015,
369,2275000,https://www.zillow.com/homedetails/1859-Fort-Stockton-Dr-San-Diego-CA-92103/16951647_zpid/,32.751998,-117.181894,1859 Fort Stockton Dr,San Diego,CA,92103,Mission Hills,5,3,1913,3644
370,319000,https://www.zillow.com/homedetails/18614-Caminito-Cantilena-UNIT-334-San-Diego-CA-92128/16737931_zpid/,33.047212,-117.07172,18614 Caminito Cantilena UNIT 334,San Diego,CA,92128,,1,1,1993,716
371,534786,https://www.zillow.com/homedetails/18638-Caminito-Cantilena-UNIT-274-San-Diego-CA-92128/16737948_zpid/,33.048389,-117.071784,18638 Caminito Cantilena UNIT 274,San Diego,CA,92128,Rancho Bernardo,2,3,1993,1225
372,499000,https://www.zillow.com/homedetails/18656-Caminito-Cantilena-UNIT-277-San-Diego-CA-92128/16737950_zpid/,33.048389,-117.071784,18656 Caminito Cantilena UNIT 277,San Diego,CA,92128,,2,3,1993,1275
373,319000,https://www.zillow.com/homedetails/18674-Caminito-Cantilena-UNIT-249-San-Diego-CA-92128/16738008_zpid/,33.049427,-117.071808,18674 Caminito Cantilena UNIT 249,San Diego,CA,92128,,1,1,1993,716
374,1399000,https://www.zillow.com/homedetails/1867-71-Irving-Ave-San-Diego-CA-92113/295360682_zpid/,32.70404,-117.142688,1867-71 Irving Ave,San Diego,CA,92113,,7,4,1925,2396
375,1895000,https://www.zillow.com/homedetails/1871-Caminito-Velez-La-Jolla-CA-92037/16852129_zpid/,32.837507,-117.255304,1871 Caminito Velez,La Jolla,CA,92037,San Diego County,4,3,1973,2516
376,2295000,https://www.zillow.com/homedetails/18748-Olmeda-Pl-San-Diego-CA-92128/16736203_zpid/,33.046489,-117.051378,18748 Olmeda Pl,San Diego,CA,92128,The Trails,5,5,2007,6368
377,1575000,https://www.zillow.com/homedetails/18767-Lunada-Point-San-Diego-CA-92128/16735174_zpid/,33.048572,-117.057298,18767 Lunada Point,San Diego,CA,92128,,5,4,1979,3601
378,2595000,https://www.zillow.com/homedetails/1877-Lyndon-Rd-San-Diego-CA-92103/140292782_zpid/,32.748883,-117.182339,1877 Lyndon Rd,San Diego,CA,92103,,4,3,1913,4608
379,900000,https://www.zillow.com/homedetails/1893-Robinson-Ave-San-Diego-CA-92103/59310621_zpid/,32.74616,-117.145297,1893 Robinson Ave,San Diego,CA,92103,,2,3,2002,1701
380,1249000,https://www.zillow.com/homedetails/18-Lake-Helix-Dr-La-Mesa-CA-91941/17036106_zpid/,32.772858,-116.982849,18 Lake Helix Dr,La Mesa,CA,91941,,6,4,1977,3915
381,990000,https://www.zillow.com/homedetails/1901-Hacienda-Dr-El-Cajon-CA-92020/16889938_zpid/,32.821689,-116.991911,1901 Hacienda Dr,El Cajon,CA,92020,,5,3,1980,3125
382,495000,https://www.zillow.com/homedetails/1918-Columbia-St-UNIT-3-San-Diego-CA-92101/70597976_zpid/,32.724888,-117.168129,1918 Columbia St UNIT 3,San Diego,CA,92101,,1,1,2006,792
383,325000,https://www.zillow.com/homedetails/1919-B-Ave-National-City-CA-91950/17098827_zpid/,32.666632,-117.100806,1919 B Ave,National City,CA,91950,,2,1,1945,560
384,4995000,https://www.zillow.com/homedetails/1929-Columbia-St-San-Diego-CA-92101/2080684865_zpid/,32.725184,-117.167651,1929 Columbia St,San Diego,CA,92101,,3,5,2017,3479
385,482900,https://www.zillow.com/homedetails/1950-Camino-De-La-Reina-1109-San-Diego-CA-92108/2077252815_zpid/,32.771931,-117.142708,1950 Camino De La Reina #1109,San Diego,CA,92108,,2,2,1992,1025
386,482900,https://www.zillow.com/homedetails/1950-Camino-De-La-Reina-San-Diego-CA-92108/16946633_zpid/,32.771931,-117.142708,1950 Camino De La Reina,San diego,CA,92108,,2,2,1992,1025
387,569000,https://www.zillow.com/homedetails/1950-Upas-St-UNIT-408-San-Diego-CA-92104/16974269_zpid/,32.741424,-117.144659,1950 Upas St UNIT 408,San Diego,CA,92104,,2,2,1985,1184
388,502814,https://www.zillow.com/homedetails/1951-47th-St-SPACE-114-San-Diego-CA-92102/140627654_zpid/,32.726404,-117.092142,1951 47th St SPACE 114,San Diego,CA,92102,,2,2,1967,1150
389,229900,https://www.zillow.com/homedetails/1951-47th-St-SPACE-103-San-Diego-CA-92102/140627643_zpid/,32.726332,-117.092609,1951 47th St SPACE 103,San Diego,CA,92102,,3,2,2020,1620
390,184900,https://www.zillow.com/homedetails/1951-47th-St-SPACE-143-San-Diego-CA-92102/82930576_zpid/,32.726332,-117.092609,1951 47th St SPACE 143,San Diego,CA,92102,,3,2,2020,1300
391,162500,https://www.zillow.com/homedetails/1951-47th-St-SPACE-147-San-Diego-CA-92102/125786034_zpid/,32.726332,-117.092609,1951 47th St SPACE 147,San Diego,CA,92102,,2,2,2015,1393
392,109913,https://www.zillow.com/homedetails/1951-47th-St-SPACE-148-San-Diego-CA-92102/82943657_zpid/,32.726332,-117.092609,1951 47th St SPACE 148,San Diego,CA,92102,,2,2,2001,1152
393,59999,https://www.zillow.com/homedetails/1951-47th-St-SPACE-96-San-Diego-CA-92102/140627635_zpid/,32.726332,-117.092609,1951 47th St SPACE 96,San Diego,CA,92102,,2,2,1967,1160
394,695000,https://www.zillow.com/homedetails/1952-Missouri-St-San-Diego-CA-92109/16911149_zpid/,32.805244,-117.235411,1952 Missouri St,San Diego,CA,92109,,2,3,1988,1171
395,285000,https://www.zillow.com/homedetails/1965-Avenida-Del-Mexico-UNIT-211-San-Diego-CA-92154/70598534_zpid/,32.582858,-117.091606,1965 Avenida Del Mexico UNIT 211,San Diego,CA,92154,,1,1,1987,655
396,585000,https://www.zillow.com/homedetails/1965-Leatherwood-St-San-Diego-CA-92154/17174986_zpid/,32.561282,-117.071841,1965 Leatherwood St,San Diego,CA,92154,,4,2,1985,1624
397,440000,https://www.zillow.com/homedetails/1970-Columbia-St-UNIT-307-San-Diego-CA-92101/67712496_zpid/,32.725212,-117.16827,1970 Columbia St UNIT 307,San Diego,CA,92101,,2,2,2004,805
398,950000,https://www.zillow.com/homedetails/1977-Chatsworth-Blvd-San-Diego-CA-92107/16964807_zpid/,32.736327,-117.23097,1977 Chatsworth Blvd,San Diego,CA,92107,,3,2,1948,1550
399,1695000,https://www.zillow.com/homedetails/1977-Titus-St-San-Diego-CA-92110/16969922_zpid/,32.746609,-117.18602,1977 Titus St,San Diego,CA,92110,,3,3,1928,2409
400,429000,https://www.zillow.com/homedetails/198-Corte-Helena-Ave-Chula-Vista-CA-91910/17103088_zpid/,32.647411,-117.072559,198 Corte Helena Ave,Chula Vista,CA,91910,,2,2,1952,1468
401,1975000,https://www.zillow.com/homedetails/1991-Linwood-St-San-Diego-CA-92110/16969897_zpid/,32.747185,-117.185773,1991 Linwood St,San Diego,CA,92110,,4,4,1965,3105
402,880000,https://www.zillow.com/homedetails/1997-Woodglen-Way-El-Cajon-CA-92020/16890027_zpid/,32.813685,-116.991763,1997 Woodglen Way,El Cajon,CA,92020,,3,3,1969,2502
403,769000,https://www.zillow.com/homedetails/2004-Madison-Ave-San-Diego-CA-92116/16953803_zpid/,32.76117,-117.143636,2004 Madison Ave,San Diego,CA,92116,,2,2,1914,1000
404,649000,https://www.zillow.com/homedetails/2004-Rexford-Dr-San-Diego-CA-92105/17078287_zpid/,32.726784,-117.108783,2004 Rexford Dr,San Diego,CA,92105,,3,2,1962,1250
405,985000,https://www.zillow.com/homedetails/2030-Ebers-St-San-Diego-CA-92107/16961763_zpid/,32.745956,-117.244114,2030 Ebers St,San Diego,CA,92107,,2,2,1947,1121
406,620000,https://www.zillow.com/homedetails/2030-Tango-Loop-UNIT-3-Chula-Vista-CA-91915/2077635768_zpid/,32.616815,-116.962169,2030 Tango Loop UNIT 3,Chula Vista,CA,91915,,3,2,2019,1958
407,725000,https://www.zillow.com/homedetails/2034-Talon-Way-San-Diego-CA-92123/17200936_zpid/,32.781581,-117.156866,2034 Talon Way,San Diego,CA,92123,,4,2,1961,1296
408,584500,https://www.zillow.com/homedetails/2040-Mindoro-Ln-UNIT-5-Chula-Vista-CA-91915/2077179803_zpid/,32.622864,-116.949933,2040 Mindoro Ln UNIT 5,Chula Vista,CA,91915,,3,4,2019,2139
409,135000,https://www.zillow.com/homedetails/204-W-Calle-Primera-SPACE-23-San-Ysidro-CA-92173/2077739935_zpid/,32.551392,-117.048176,204 W Calle Primera SPACE 23,San Ysidro,CA,92173,,3,2,1986,1056
410,1500000,https://www.zillow.com/homedetails/2056-Torrey-Pines-Rd-La-Jolla-CA-92037/16839197_zpid/,32.850368,-117.256451,2056 Torrey Pines Rd,La Jolla,CA,92037,,3,4,1980,2536
411,849000,https://www.zillow.com/homedetails/2057-59-Felspar-St-San-Diego-CA-92109/16912060_zpid/,32.802349,-117.232444,2057-59 Felspar St,San Diego,CA,92109,,3,2,1952,1026
412,1099999,https://www.zillow.com/homedetails/208-W-Ivy-St-San-Diego-CA-92101/87617728_zpid/,32.728412,-117.165113,208 W Ivy St,San Diego,CA,92101,,3,5,2008,1844
413,1599000,https://www.zillow.com/homedetails/2105-Galveston-St-San-Diego-CA-92110/16934428_zpid/,32.78304,-117.200896,2105 Galveston St,San Diego,CA,92110,,3,3,1996,3063
414,939900,https://www.zillow.com/homedetails/2111-Felton-St-San-Diego-CA-92104/17076065_zpid/,32.727829,-117.122385,2111 Felton St,San Diego,CA,92104,,2,2,1939,1059
415,529000,https://www.zillow.com/homedetails/2119-Manzana-Way-San-Diego-CA-92139/17129082_zpid/,32.691397,-117.023579,2119 Manzana Way,San Diego,CA,92139,,4,3,1985,1701
416,674000,https://www.zillow.com/homedetails/2133-Chatsworth-Blvd-APT-203-San-Diego-CA-92107/16965072_zpid/,32.738557,-117.228761,2133 Chatsworth Blvd APT 203,San Diego,CA,92107,,3,3,1982,1550
417,0,https://www.zillow.com/homedetails/2150-2152-Flintridge-Dr-San-Diego-CA-92139/2078094303_zpid/,32.677441,-117.069009,2150-2152 Flintridge Dr,San Diego,CA,92139,,,0,,
418,479000,https://www.zillow.com/homedetails/2150-Camino-De-La-Reina-UNIT-215-San-Diego-CA-92108/2077206643_zpid/,32.771953,-117.141729,2150 Camino De La Reina UNIT 215,San Diego,CA,92108,,2,2,1992,1025
419,649000,https://www.zillow.com/homedetails/215-Bonair-St-UNIT-11-La-Jolla-CA-92037/54906528_zpid/,32.829838,-117.280133,215 Bonair St UNIT 11,La Jolla,CA,92037,,1,1,1980,528
421,400000,https://www.zillow.com/homedetails/2204-River-Run-Dr-UNIT-26-San-Diego-CA-92108/16938674_zpid/,32.777338,-117.133343,2204 River Run Dr UNIT 26,San Diego,CA,92108,,2,1,1985,928
422,1900000,https://www.zillow.com/homedetails/2209-32nd-St-San-Diego-CA-92104/17075832_zpid/,32.728772,-117.125064,2209 32nd St,San Diego,CA,92104,,6,4,2003,2880
423,2345000,https://www.zillow.com/homedetails/2212-La-Callecita-St-San-Diego-CA-92103/16951510_zpid/,32.751255,-117.188037,2212 La Callecita St,San Diego,CA,92103,,4,4,1926,2823
424,1299000,https://www.zillow.com/homedetails/2214-2218-31st-St-San-Diego-CA-92104/2078990146_zpid/,32.729022,-117.12775,2214-2218 31st St,San Diego,CA,92104,,4,3,2019,
425,549900,https://www.zillow.com/homedetails/2218-Bluebird-St-San-Diego-CA-92114/17083034_zpid/,32.728538,-117.058009,2218 Bluebird St,San Diego,CA,92114,,3,2,1976,1200
426,539999,https://www.zillow.com/homedetails/2221-Capistrano-Way-UNIT-6-Chula-Vista-CA-91915/99548831_zpid/,32.617969,-116.956388,2221 Capistrano Way UNIT 6,Chula Vista,CA,91915,,4,3,2010,1984
427,1200000,https://www.zillow.com/homedetails/2222-Commonwealth-Ave-San-Diego-CA-92104/17077842_zpid/,32.728797,-117.118894,2222 Commonwealth Ave,San Diego,CA,92104,,3,2,1951,1644
428,2999000,https://www.zillow.com/homedetails/2223-Guy-St-San-Diego-CA-92103/16951875_zpid/,32.750069,-117.189488,2223 Guy St,San Diego,CA,92103,,5,6,2008,4460
429,700000,https://www.zillow.com/homedetails/22-2nd-Ave-Chula-Vista-CA-91910/17102522_zpid/,32.65188,-117.080377,22 2nd Ave,Chula Vista,CA,91910,,3,3,1984,1921
430,649000,https://www.zillow.com/homedetails/2255-Ilex-Ave-San-Diego-CA-92154/17171954_zpid/,32.569664,-117.084927,2255 Ilex Ave,San Diego,CA,92154,,4,3,1959,1600
431,575000,https://www.zillow.com/homedetails/2264-Imperial-Ave-San-Diego-CA-92102/17068975_zpid/,32.706494,-117.142594,2264 Imperial Ave,San Diego,CA,92102,,3,1,1920,902
433,2495950,https://www.zillow.com/homedetails/2269-Ebers-St-San-Diego-CA-92107/16962519_zpid/,32.749791,-117.240407,2269 Ebers St,San Diego,CA,92107,,4,4,2020,3150
434,2099999,https://www.zillow.com/homedetails/2270-Juan-St-San-Diego-CA-92103/16951502_zpid/,32.751455,-117.189558,2270 Juan St,San Diego,CA,92103,,5,4,1934,3208
435,590000,https://www.zillow.com/homedetails/2287-Red-Leaf-Ln-Chula-Vista-CA-91915/63479132_zpid/,32.625418,-116.958434,2287 Red Leaf Ln,Chula Vista,CA,91915,,4,3,2005,2075
436,1795000,https://www.zillow.com/homedetails/2290-Middleton-Way-San-Diego-CA-92109/16913231_zpid/,32.816069,-117.233237,2290 Middleton Way,San Diego,CA,92109,,4,4,1985,2823
437,789000,https://www.zillow.com/homedetails/2305-32nd-St-National-City-CA-91950/17100567_zpid/,32.66196,-117.075248,2305 32nd St,National City,CA,91950,,4,5,2005,3400
438,1429990,https://www.zillow.com/homedetails/2306-Chalcedony-St-San-Diego-CA-92109/16912512_zpid/,32.807567,-117.229378,2306 Chalcedony St,San Diego,CA,92109,,3,3,1940,1800
439,475000,https://www.zillow.com/homedetails/2308-Sumac-Dr-San-Diego-CA-92105/17012261_zpid/,32.729864,-117.103997,2308 Sumac Dr,San Diego,CA,92105,,2,1,1960,750
440,867500,https://www.zillow.com/homedetails/230-W-Laurel-St-UNIT-603-San-Diego-CA-92101/17065958_zpid/,32.731752,-117.165371,230 W Laurel St UNIT 603,San Diego,CA,92101,,2,2,1984,1699
441,900000,https://www.zillow.com/homedetails/2315-Journey-St-Chula-Vista-CA-91915/84146750_zpid/,32.619901,-116.954564,2315 Journey St,Chula Vista,CA,91915,,5,5,2008,3492
442,1295000,https://www.zillow.com/homedetails/2319-21-Etiwanda-St-San-Diego-CA-92107/295353535_zpid/,32.748319,-117.23701,2319-21 Etiwanda St,San Diego,CA,92107,,4,5,1951,2180
443,498000,https://www.zillow.com/homedetails/2319-Curlew-St-UNIT-9-San-Diego-CA-92101/17066119_zpid/,32.729497,-117.167288,2319 Curlew St UNIT 9,San Diego,CA,92101,,2,2,1979,840
444,899000,https://www.zillow.com/homedetails/2320-Landis-St-San-Diego-CA-92104/16973030_zpid/,32.745748,-117.13959,2320 Landis St,San Diego,CA,92104,,2,2,1965,1100
445,749000,https://www.zillow.com/homedetails/2328-Landis-St-San-Diego-CA-92104/16973031_zpid/,32.745749,-117.139461,2328 Landis St,San Diego,CA,92104,,2,1,1939,803
446,619900,https://www.zillow.com/homedetails/2330-1st-Ave-UNIT-114-San-Diego-CA-92101/72109229_zpid/,32.729673,-117.164311,2330 1st Ave UNIT 114,San Diego,CA,92101,,2,3,2006,1151
447,474900,https://www.zillow.com/homedetails/2330-1st-Ave-UNIT-409-San-Diego-CA-92101/72109260_zpid/,32.729673,-117.164311,2330 1st Ave UNIT 409,San Diego,CA,92101,,1,1,2006,777
448,3200000,https://www.zillow.com/homedetails/2339-Vallecitos-La-Jolla-CA-92037/16838931_zpid/,32.855038,-117.251615,2339 Vallecitos,La Jolla,CA,92037,,5,3,1980,3625
449,318000,https://www.zillow.com/homedetails/2344-Smythe-Ave-20-San-Ysidro-CA-92173/62578188_zpid/,32.555961,-117.050013,2344 Smythe Ave #20,San Ysidro,CA,92173,,2,2,1987,875
450,999000,https://www.zillow.com/homedetails/2351-Loring-St-San-Diego-CA-92109/16912360_zpid/,32.810943,-117.229448,2351 Loring St,San Diego,CA,92109,,3,2,1965,1205
451,610000,https://www.zillow.com/homedetails/235-Market-St-UNIT-302-San-Diego-CA-92101/55328406_zpid/,32.711205,-117.1624,235 Market St UNIT 302,San Diego,CA,92101,,2,2,2002,1069
452,699900,https://www.zillow.com/homedetails/235-Market-St-UNIT-407-San-Diego-CA-92101/2078484819_zpid/,32.711205,-117.1624,235 Market St UNIT 407,San Diego,CA,92101,,3,3,2002,1768
453,419000,https://www.zillow.com/homedetails/236-Payne-St-San-Diego-CA-92113/17084976_zpid/,32.70378,-117.123239,236 Payne St,San Diego,CA,92113,,3,1,1927,940
454,600000,https://www.zillow.com/homedetails/2378-Smythe-Ave-San-Ysidro-CA-92173/17175433_zpid/,32.554949,-117.049712,2378 Smythe Ave,San Ysidro,CA,92173,,5,2,1945,1716
455,335000,https://www.zillow.com/homedetails/2390-Massachusetts-Ave-APT-2-Lemon-Grove-CA-91945/17016392_zpid/,32.731499,-117.043287,2390 Massachusetts Ave APT 2,Lemon Grove,CA,91945,,2,2,1982,1032
456,274900,https://www.zillow.com/homedetails/239-50th-St-APT-37-San-Diego-CA-92102/61217518_zpid/,32.70545,-117.086587,239 50th St APT 37,San Diego,CA,92102,,3,2,1987,792
457,885000,https://www.zillow.com/homedetails/2400-6th-Ave-UNIT-1002-San-Diego-CA-92101/2077672152_zpid/,32.730663,-117.159693,2400 6th Ave UNIT 1002,San Diego,CA,92101,,2,2,1973,1485
458,290000,https://www.zillow.com/homedetails/241-50th-St-APT-44-San-Diego-CA-92102/61240518_zpid/,32.705544,-117.08618,241 50th St APT 44,San Diego,CA,92102,,3,2,1987,792
459,1399000,https://www.zillow.com/homedetails/2415-San-Marcos-Ave-San-Diego-CA-92104/295361016_zpid/,32.730893,-117.128355,2415 San Marcos Ave,San Diego,CA,92104,,3,2,1920,1711
460,995000,https://www.zillow.com/homedetails/2422-56th-St-San-Diego-CA-92105/17014344_zpid/,32.730801,-117.075771,2422 56th St,San Diego,CA,92105,,9,5,1989,4400
461,639900,https://www.zillow.com/homedetails/2440-Aperture-Cir-San-Diego-CA-92108/122075493_zpid/,32.781841,-117.149219,2440 Aperture Cir,San Diego,CA,92108,,3,3,2015,1306
462,1749500,https://www.zillow.com/homedetails/2440-Front-St-San-Diego-CA-92101/2092329740_zpid/,32.730905,-117.165131,2440 Front St,San Diego,CA,92101,,6,6,1894,3946
463,2450000,https://www.zillow.com/homedetails/2441-E-St-San-Diego-CA-92102/2124275447_zpid/,32.7145,-117.142,2441 E St,San Diego,CA,92102,,7,4,1898,4380
464,1525000,https://www.zillow.com/homedetails/2446-52-E-Ingersoll-St-San-Diego-CA-92111/295350379_zpid/,32.788092,-117.16324,2446-52 E Ingersoll St,San Diego,CA,92111,,10,6,1955,3672
465,709000,https://www.zillow.com/homedetails/2452-Via-Alta-San-Diego-CA-92108/121423370_zpid/,32.77892,-117.149919,2452 Via Alta,San Diego,CA,92108,,2,3,2013,1452
466,3595000,https://www.zillow.com/homedetails/2461-Presidio-Dr-San-Diego-CA-92103/16951464_zpid/,32.754423,-117.191806,2461 Presidio Dr,San Diego,CA,92103,Mission Hills,3,4,1964,4368
467,849900,https://www.zillow.com/homedetails/2466-Congress-St-San-Diego-CA-92110/16951846_zpid/,32.751672,-117.194835,2466 Congress St,San Diego,CA,92110,,2,2,1926,840
