latitude,longitude,radius,density
32.960214,-117.23,1000.0,31.0
32.960214,-117.21,1000.0,0.0
32.960214,-117.19,1000.0,9.0
32.960214,-117.17,1000.0,0.0
32.960214,-117.15,1000.0,7.0
32.960214,-117.13,1000.0,14.0
32.960214,-117.11,1000.0,12.0
32.960214,-117.09,1000.0,4.0
32.960214,-117.07,1000.0,17.0
32.960214,-117.05,1000.0,32.0
32.960214,-117.03,1000.0,25.0
32.960214,-117.01,1000.0,0.0
32.960214,-116.99,1000.0,0.0
32.960214,-116.97,1000.0,0.0
32.960214,-116.95,1000.0,0.0
32.960214,-116.93,1000.0,0.0
32.960214,-116.91,1000.0,0.0
32.983614,-117.25,1000.0,25.0
32.983614,-117.23,1000.0,1.0
32.983614,-117.21,1000.0,1.0
32.983614,-117.19,1000.0,6.0
32.983614,-117.17,1000.0,1.0
32.983614,-117.15,1000.0,1.0
32.983614,-117.13,1000.0,0.0
32.983614,-117.11,1000.0,0.0
32.983614,-117.09,1000.0,18.0
32.983614,-117.07,1000.0,42.0
32.983614,-117.05,1000.0,1.0
32.983614,-117.03,1000.0,3.0
32.983614,-117.01,1000.0,0.0
32.983614,-116.99,1000.0,0.0
32.983614,-116.97,1000.0,0.0
32.983614,-116.95,1000.0,0.0
32.983614,-116.93,1000.0,0.0
32.983614,-116.91,1000.0,0.0
33.007014,-117.25,1000.0,0.0
33.007014,-117.23,1000.0,0.0
33.007014,-117.21,1000.0,1.0
33.007014,-117.19,1000.0,1.0
33.007014,-117.17,1000.0,0.0
33.007014,-117.15,1000.0,0.0
33.007014,-117.13,1000.0,0.0
33.007014,-117.11,1000.0,7.0
33.007014,-117.09,1000.0,7.0
33.007014,-117.07,1000.0,11.0
33.007014,-117.05,1000.0,3.0
33.007014,-117.03,1000.0,0.0
33.007014,-117.01,1000.0,0.0
33.007014,-116.99,1000.0,0.0
33.007014,-116.97,1000.0,0.0
33.007014,-116.95,1000.0,1.0
33.007014,-116.93,1000.0,0.0
33.007014,-116.91,1000.0,0.0
33.030414,-117.25,1000.0,0.0
33.030414,-117.23,1000.0,4.0
33.030414,-117.21,1000.0,0.0
33.030414,-117.19,1000.0,0.0
33.030414,-117.17,1000.0,0.0
33.030414,-117.15,1000.0,0.0
33.030414,-117.13,1000.0,2.0
33.030414,-117.11,1000.0,1.0
33.030414,-117.09,1000.0,6.0
33.030414,-117.07,1000.0,16.0
33.030414,-117.05,1000.0,2.0
33.030414,-117.03,1000.0,1.0
33.030414,-117.01,1000.0,0.0
33.030414,-116.99,1000.0,0.0
33.030414,-116.97,1000.0,0.0
33.030414,-116.95,1000.0,0.0
33.030414,-116.93,1000.0,0.0
33.030414,-116.91,1000.0,0.0
33.053814,-117.25,1000.0,29.0
33.053814,-117.23,1000.0,0.0
33.053814,-117.21,1000.0,0.0
33.053814,-117.19,1000.0,1.0
33.053814,-117.17,1000.0,0.0
33.053814,-117.15,1000.0,0.0
33.053814,-117.13,1000.0,0.0
33.053814,-117.11,1000.0,0.0
33.053814,-117.09,1000.0,0.0
33.053814,-117.07,1000.0,0.0
33.053814,-117.05,1000.0,0.0
33.053814,-117.03,1000.0,0.0
33.053814,-117.01,1000.0,0.0
33.053814,-116.99,1000.0,0.0
33.053814,-116.97,1000.0,0.0
33.053814,-116.95,1000.0,0.0
33.053814,-116.93,1000.0,0.0
33.053814,-116.91,1000.0,0.0
33.077214,-117.25,1000.0,0.0
33.077214,-117.23,1000.0,14.0
33.077214,-117.21,1000.0,0.0
33.077214,-117.19,1000.0,0.0
33.077214,-117.17,1000.0,0.0
33.077214,-117.15,1000.0,0.0
33.077214,-117.13,1000.0,0.0
33.077214,-117.11,1000.0,0.0
33.077214,-117.09,1000.0,0.0
33.077214,-117.07,1000.0,26.0
33.077214,-117.05,1000.0,1.0
33.077214,-117.03,1000.0,1.0
33.077214,-117.01,1000.0,0.0
33.077214,-116.99,1000.0,1.0
33.077214,-116.97,1000.0,0.0
33.077214,-116.95,1000.0,0.0
33.077214,-116.93,1000.0,0.0
33.077214,-116.91,1000.0,0.0
